Hour,DC,Bids,Impressions,Spent
2020-02-20 14:00:00,US,4200180,654476,999810
2020-02-20 15:00:00,EU,5829902,960424,626836
2020-02-20 15:00:00,US,4501408,746401,1111882
2020-02-20 16:00:00,EU,5689711,916398,578875
2020-02-20 16:00:00,US,4661268,839594,1144982
2020-02-20 17:00:00,EU,5435331,854705,522624
2020-02-20 17:00:00,US,4362359,747121,1174184
2020-02-20 18:00:00,EU,5122894,855868,540749
2020-02-20 18:00:00,US,4247107,767233,1230474
2020-02-20 19:00:00,EU,4740009,810662,631446
2020-02-20 19:00:00,US,4196626,813553,1361581
2020-02-20 20:00:00,EU,4379361,830889,508356
2020-02-20 20:00:00,US,3838583,854967,1312854
2020-02-20 21:00:00,EU,3986515,842042,477069
2020-02-20 21:00:00,US,4302655,976486,1431328
2020-02-20 22:00:00,EU,3547237,768744,432239
2020-02-20 22:00:00,US,4289578,967781,1449225
2020-02-20 23:00:00,EU,3231189,687190,376482
2020-02-20 23:00:00,US,4164083,958571,1540156
2020-02-21 0:00:00,EU,3698995,877206,395636
2020-02-21 0:00:00,US,5103575,1209373,1769544
2020-02-21 1:00:00,EU,3844201,853960,365899
2020-02-21 1:00:00,US,5049607,1184584,1913028
2020-02-21 2:00:00,EU,4062903,874264,369215
2020-02-21 2:00:00,US,4897005,1175200,1948116
2020-02-21 3:00:00,EU,4480111,946955,418160
2020-02-21 3:00:00,US,2495347,1114124,1821408
2020-02-21 4:00:00,EU,4952017,1050646,463431
2020-02-21 4:00:00,US,3678231,1008454,1575693
2020-02-21 5:00:00,EU,5261476,1088765,534472
2020-02-21 5:00:00,US,3951673,868608,1382124
2020-02-21 6:00:00,EU,5782977,1189586,643351
2020-02-21 6:00:00,US,3614937,726634,1070977
2020-02-21 7:00:00,EU,5872739,1240353,709353
2020-02-21 7:00:00,US,3267792,632327,872771
2020-02-21 8:00:00,EU,5800956,1300174,790380
2020-02-21 8:00:00,US,3271077,553663,742565
2020-02-21 9:00:00,EU,6346164,1343083,822558
2020-02-21 9:00:00,US,3436787,547603,626714
2020-02-21 10:00:00,EU,6325258,1256074,814613
2020-02-21 10:00:00,US,3635437,531962,653579
2020-02-21 11:00:00,EU,6417553,1274811,842247
2020-02-21 11:00:00,US,3973881,596324,813028
2020-02-21 12:00:00,EU,6636468,1078350,730564
2020-02-21 12:00:00,US,4487243,786939,978796
2020-02-21 13:00:00,EU,6404660,1105344,764046
2020-02-21 13:00:00,US,4846238,942410,1115757
2020-02-21 14:00:00,EU,6276521,1017899,713966
2020-02-21 14:00:00,US,5160038,958626,1181586
2020-02-21 15:00:00,EU,5882761,942285,645330
2020-02-21 15:00:00,US,5036986,894596,1175861
2020-02-21 16:00:00,EU,5788612,925620,621708
2020-02-21 16:00:00,US,5070543,891249,1207148
2020-02-21 17:00:00,EU,5452405,876779,591826
2020-02-21 17:00:00,US,5095532,918936,1248906
2020-02-21 18:00:00,EU,5035457,866162,604652
2020-02-21 18:00:00,US,4968939,932972,1304503
2020-02-21 19:00:00,EU,4724279,821043,694985
2020-02-21 19:00:00,US,4931231,974963,1394175
2020-02-21 20:00:00,EU,4450869,819652,636655
2020-02-21 20:00:00,US,4336938,985296,1410007
2020-02-21 21:00:00,EU,4226041,952801,567762
2020-02-21 21:00:00,US,924281,1012331,1449872
2020-02-21 22:00:00,EU,3716026,834070,501288
2020-02-21 22:00:00,US,3959661,1034077,1457585
2020-02-21 23:00:00,EU,3465254,783841,440358
2020-02-21 23:00:00,US,4747455,1064545,1446103
2020-02-22 0:00:00,EU,4068437,1033714,482612
2020-02-22 0:00:00,US,6175623,1532568,1868282
2020-02-22 1:00:00,EU,4089199,932677,460092
2020-02-22 1:00:00,US,6254120,1475567,1963248
2020-02-22 2:00:00,EU,4234636,912474,442982
2020-02-22 2:00:00,US,4190601,1500072,2043467
2020-02-22 3:00:00,EU,4612122,958098,473452
2020-02-22 3:00:00,US,3950568,1424868,1904551
2020-02-22 4:00:00,EU,5037443,1029162,496721
2020-02-22 4:00:00,US,4332271,1257590,1652862
2020-02-22 5:00:00,EU,5630285,1108774,582877
2020-02-22 5:00:00,US,4131061,1194596,1492715
2020-02-22 6:00:00,EU,5995232,1248329,739567
2020-02-22 6:00:00,US,4664367,1071344,1231008
2020-02-22 7:00:00,EU,6103373,1298215,846548
2020-02-22 7:00:00,US,4260746,917415,947816
2020-02-22 8:00:00,EU,6309233,1365792,954299
2020-02-22 8:00:00,US,4234883,805045,931286
2020-02-22 9:00:00,EU,6326375,1368108,958275
2020-02-22 9:00:00,US,4069626,725992,738323
2020-02-22 10:00:00,EU,6396754,1219017,871315
2020-02-22 10:00:00,US,4197189,644686,674505
2020-02-22 11:00:00,EU,6582487,1225641,878622
2020-02-22 11:00:00,US,4612253,738272,754858
2020-02-22 12:00:00,EU,6548253,1022371,753515
2020-02-22 12:00:00,US,5188808,856380,1000993
2020-02-22 13:00:00,EU,6366658,1015556,738071
2020-02-22 13:00:00,US,5481884,965846,1229434
2020-02-22 14:00:00,EU,6064796,946850,661431
2020-02-22 14:00:00,US,5667307,1040707,1348389
2020-02-22 15:00:00,EU,5771349,871549,603267
2020-02-22 15:00:00,US,5807280,1051925,1426573
2020-02-22 16:00:00,EU,5533259,838009,575286
2020-02-22 16:00:00,US,5809813,1041055,1487824
2020-02-22 17:00:00,EU,5173716,784868,530282
2020-02-22 17:00:00,US,5610602,1017659,1488993
2020-02-22 18:00:00,EU,4835565,758409,501610
2020-02-22 18:00:00,US,5470035,990894,1483369
2020-02-22 19:00:00,EU,4656772,776231,602339
2020-02-22 19:00:00,US,5272616,973281,1534344
2020-02-22 20:00:00,EU,4185447,728428,531794
2020-02-22 20:00:00,US,5123584,972865,1503100
2020-02-22 21:00:00,EU,4067928,813262,498348
2020-02-22 21:00:00,US,4978913,979968,1487747
2020-02-22 22:00:00,EU,3476585,800790,487505
2020-02-22 22:00:00,US,4732234,951028,1432824
2020-02-22 23:00:00,EU,3313114,765720,418849
2020-02-22 23:00:00,US,4537226,927548,1347104
2020-02-23 0:00:00,EU,3962714,998646,448400
2020-02-23 0:00:00,US,5622453,1217878,1698388
2020-02-23 1:00:00,EU,4206534,974693,458095
2020-02-23 1:00:00,US,5886036,1253838,1921413
2020-02-23 2:00:00,EU,4407022,970799,444081
2020-02-23 2:00:00,US,5751843,1280370,1844420
2020-02-23 3:00:00,EU,4715702,1011341,450002
2020-02-23 3:00:00,US,5367896,1206249,1765800
2020-02-23 4:00:00,EU,5058211,1084800,493139
2020-02-23 4:00:00,US,4985978,1101911,1592247
2020-02-23 5:00:00,EU,5484396,1160313,567004
2020-02-23 5:00:00,US,4742887,1008545,1458171
2020-02-23 6:00:00,EU,5841828,1266982,698488
2020-02-23 6:00:00,US,4228037,892454,1191568
2020-02-23 7:00:00,EU,6090704,1322309,812000
2020-02-23 7:00:00,US,3791024,737131,970242
2020-02-23 8:00:00,EU,6365605,1349105,884914
2020-02-23 8:00:00,US,3749275,624225,880149
2020-02-23 9:00:00,EU,6462536,1252198,883633
2020-02-23 9:00:00,US,3714150,561917,727595
2020-02-23 10:00:00,EU,6475961,1107052,835569
2020-02-23 10:00:00,US,3924325,540353,670113
2020-02-23 11:00:00,EU,6528300,1173386,855820
2020-02-23 11:00:00,US,4119695,570434,711850
2020-02-23 12:00:00,EU,6489983,981011,732605
2020-02-23 12:00:00,US,4620626,676125,878295
2020-02-23 13:00:00,EU,6338251,979991,712139
2020-02-23 13:00:00,US,5003864,825281,1054073
2020-02-23 14:00:00,EU,6082578,912909,665007
2020-02-23 14:00:00,US,5064546,876296,1237108
2020-02-23 15:00:00,EU,5672992,839560,604531
2020-02-23 15:00:00,US,5127090,916265,1306200
2020-02-23 16:00:00,EU,5498318,802554,573159
2020-02-23 16:00:00,US,5209199,926741,1374767
2020-02-23 17:00:00,EU,5194123,778364,539192
2020-02-23 17:00:00,US,5178088,939397,1454399
2020-02-23 18:00:00,EU,4851304,754299,535093
2020-02-23 18:00:00,US,5078002,933675,1456243
2020-02-23 19:00:00,EU,4566493,726759,617747
2020-02-23 19:00:00,US,4967455,950611,1589213
2020-02-23 20:00:00,EU,4117631,684597,517987
2020-02-23 20:00:00,US,4967217,970063,1526689
2020-02-23 21:00:00,EU,3951323,739707,491146
2020-02-23 21:00:00,US,4814163,956710,1504471
2020-02-23 22:00:00,EU,3379775,796337,475047
2020-02-23 22:00:00,US,4556733,934959,1424991
2020-02-23 23:00:00,EU,3061223,716644,425541
2020-02-23 23:00:00,US,4419429,903365,1416081
2020-02-24 0:00:00,EU,3671202,963423,423035
2020-02-24 0:00:00,US,5748319,1261862,1788859
2020-02-24 1:00:00,EU,3825159,935673,399984
2020-02-24 1:00:00,US,5797258,1236277,2023492
2020-02-24 2:00:00,EU,3986447,945821,401082
2020-02-24 2:00:00,US,5623178,1263285,1940589
2020-02-24 3:00:00,EU,4340084,1027036,435712
2020-02-24 3:00:00,US,2902474,1189947,1880853
2020-02-24 4:00:00,EU,4661069,1104877,456125
2020-02-24 4:00:00,US,3085706,1068749,1666334
2020-02-24 5:00:00,EU,5196780,1207777,594101
2020-02-24 5:00:00,US,3797348,934254,1423928
2020-02-24 6:00:00,EU,5562969,1335118,730421
2020-02-24 6:00:00,US,3835236,781946,1074422
2020-02-24 7:00:00,EU,5771022,1354714,785538
2020-02-24 7:00:00,US,3588649,634013,895709
2020-02-24 8:00:00,EU,5912728,1387222,866128
2020-02-24 8:00:00,US,3368751,513194,794397
2020-02-24 9:00:00,EU,5977094,1445698,866245
2020-02-24 9:00:00,US,3320060,518828,673047
2020-02-24 10:00:00,EU,6130534,1315111,845482
2020-02-24 10:00:00,US,3878295,635342,697396
2020-02-24 11:00:00,EU,6315285,1178785,841240
2020-02-24 11:00:00,US,4068867,629225,859956
2020-02-24 12:00:00,EU,6393087,1052444,780683
2020-02-24 12:00:00,US,4493563,722930,1034112
2020-02-24 13:00:00,EU,6165018,1009150,736384
2020-02-24 13:00:00,US,4721825,750576,1048031
2020-02-24 14:00:00,EU,6056784,1014301,686224
2020-02-24 14:00:00,US,4912737,777487,1117123
2020-02-24 15:00:00,EU,5718969,908395,652806
2020-02-24 15:00:00,US,4850869,796655,1164822
2020-02-24 16:00:00,EU,5569416,871360,664995
2020-02-24 16:00:00,US,4859284,775514,1185149
2020-02-24 17:00:00,EU,5500824,903590,679304
2020-02-24 17:00:00,US,4919739,833540,1271247
2020-02-24 18:00:00,EU,4960864,822982,663410
2020-02-24 18:00:00,US,4710270,789727,1230722
2020-02-24 19:00:00,EU,4720624,779675,677200
2020-02-24 19:00:00,US,4653097,805171,1381815
2020-02-24 20:00:00,EU,4279967,736819,591366
2020-02-24 20:00:00,US,4537514,828487,1365079
2020-02-24 21:00:00,EU,4201810,836571,611561
2020-02-24 21:00:00,US,4538390,862254,1379260
2020-02-24 22:00:00,EU,3625220,828311,537376
2020-02-24 22:00:00,US,4618776,925061,1443964
2020-02-24 23:00:00,EU,3198684,713934,428571
2020-02-24 23:00:00,US,4709391,986303,1566005
2020-02-25 0:00:00,EU,3652638,915257,409584
2020-02-25 0:00:00,US,5715422,1255877,1702938
2020-02-25 1:00:00,EU,3719100,851049,374296
2020-02-25 1:00:00,US,5714234,1230405,1967224
2020-02-25 2:00:00,EU,3873210,882038,384130
2020-02-25 2:00:00,US,5368527,1165416,1921232
2020-02-25 3:00:00,EU,4253773,982308,408628
2020-02-25 3:00:00,US,4803545,1103662,1805463
2020-02-25 4:00:00,EU,4678123,1073598,456075
2020-02-25 4:00:00,US,2309022,1033573,1595001
2020-02-25 5:00:00,EU,5081118,1160276,601275
2020-02-25 5:00:00,US,3834305,898379,1415568
2020-02-25 6:00:00,EU,5452145,1262382,724603
2020-02-25 6:00:00,US,3789469,760674,1109012
2020-02-25 7:00:00,EU,5632167,1299265,814095
2020-02-25 7:00:00,US,3371614,617997,886391
2020-02-25 8:00:00,EU,5855072,1333491,893847
2020-02-25 8:00:00,US,3375166,536047,780117
2020-02-25 9:00:00,EU,5808702,1346275,912986
2020-02-25 9:00:00,US,3456748,526588,691157
2020-02-25 10:00:00,EU,5951012,1253127,892009
2020-02-25 10:00:00,US,3898538,576832,749092
2020-02-25 11:00:00,EU,6269146,1215286,946588
2020-02-25 11:00:00,US,4287334,656855,960722
2020-02-25 12:00:00,EU,6569429,1028025,830676
2020-02-25 12:00:00,US,4692662,759388,1112388
2020-02-25 13:00:00,EU,6453572,1041620,788912
2020-02-25 13:00:00,US,4601895,775039,1171464
2020-02-25 14:00:00,EU,6402485,1010466,729795
2020-02-25 14:00:00,US,4849839,768403,1213787
2020-02-25 15:00:00,EU,6123286,948467,700654
2020-02-25 15:00:00,US,4817312,812458,1242401
2020-02-25 16:00:00,EU,5984714,905943,694341
2020-02-25 16:00:00,US,4877006,863889,1280463
2020-02-25 17:00:00,EU,5579788,824622,620401
2020-02-25 17:00:00,US,4852972,861594,1334559
2020-02-25 18:00:00,EU,5285714,845728,628173
2020-02-25 18:00:00,US,4576245,809712,1332099
2020-02-25 19:00:00,EU,5089334,834260,705577
2020-02-25 19:00:00,US,4507437,842248,1415211
2020-02-25 20:00:00,EU,4628476,796451,648118
2020-02-25 20:00:00,US,4610872,859883,1456441
2020-02-25 21:00:00,EU,4420941,860295,628033
2020-02-25 21:00:00,US,4711272,953957,1531019
2020-02-25 22:00:00,EU,3769286,864051,571315
2020-02-25 22:00:00,US,4629944,955467,1618087
2020-02-25 23:00:00,EU,3262665,738803,428200
2020-02-25 23:00:00,US,4529500,958548,1642364
2020-02-26 0:00:00,EU,3951526,1009139,408884
2020-02-26 0:00:00,US,5436230,1169483,1806459
2020-02-26 1:00:00,EU,4019097,922957,381954
2020-02-26 1:00:00,US,5565994,1179186,2106669
2020-02-26 2:00:00,EU,4355150,971935,403656
2020-02-26 2:00:00,US,5426039,1152119,2108013
2020-02-26 3:00:00,EU,4768543,1082667,451994
2020-02-26 3:00:00,US,4887269,1101446,2006255
2020-02-26 4:00:00,EU,5111211,1175127,489714
2020-02-26 4:00:00,US,3181103,953216,1674338
2020-02-26 5:00:00,EU,5381881,1233882,629439
2020-02-26 5:00:00,US,3161832,869636,1548457
2020-02-26 6:00:00,EU,5669159,1295586,740608
2020-02-26 6:00:00,US,3496683,747159,1193474
2020-02-26 7:00:00,EU,5806951,1330980,838577
2020-02-26 7:00:00,US,3127198,632408,924051
2020-02-26 8:00:00,EU,6013276,1399686,915697
2020-02-26 8:00:00,US,2965031,528014,767630
2020-02-26 9:00:00,EU,6057433,1418532,906214
2020-02-26 9:00:00,US,3021724,512977,659438
2020-02-26 10:00:00,EU,6254617,1351567,867021
2020-02-26 10:00:00,US,3329893,519910,718873
2020-02-26 11:00:00,EU,6571746,1231015,861654
2020-02-26 11:00:00,US,3840632,574228,929023
2020-02-26 12:00:00,EU,6625204,1058481,782049
2020-02-26 12:00:00,US,4368993,695717,1168349
2020-02-26 13:00:00,EU,6459796,1030080,763935
2020-02-26 13:00:00,US,4726362,772181,1254502
2020-02-26 14:00:00,EU,6344116,996833,700485
2020-02-26 14:00:00,US,5124533,924026,1291992
2020-02-26 15:00:00,EU,6072100,950653,667411
2020-02-26 15:00:00,US,5139987,894527,1241916
2020-02-26 16:00:00,EU,5996978,909560,673767
2020-02-26 16:00:00,US,5201535,883983,1309831
2020-02-26 17:00:00,EU,5673665,896047,663730
2020-02-26 17:00:00,US,5020357,885253,1339173
2020-02-26 18:00:00,EU,5293601,854311,635680
2020-02-26 18:00:00,US,4925418,878105,1399318
2020-02-26 19:00:00,EU,4965436,817759,674423
2020-02-26 19:00:00,US,4625844,824235,1532394
2020-02-26 20:00:00,EU,4518057,764588,615468
2020-02-26 20:00:00,US,4481245,844327,1475173
2020-02-26 21:00:00,EU,4440069,896379,649066
2020-02-26 21:00:00,US,988417,933251,1595497
2020-02-26 22:00:00,EU,3820247,884391,590142
2020-02-26 22:00:00,US,3214760,954036,1590060
2020-02-26 23:00:00,EU,3360113,765505,509830
2020-02-26 23:00:00,US,3923172,981689,1596115
2020-02-27 0:00:00,EU,3943888,1015829,503075
2020-02-27 0:00:00,US,3327623,1270260,2000578
2020-02-27 1:00:00,EU,4085129,990480,457861
2020-02-27 1:00:00,US,3548872,1284457,2131241
2020-02-27 2:00:00,EU,4422184,1074470,481384
2020-02-27 2:00:00,US,4281736,1232245,2187883
2020-02-27 3:00:00,EU,4612350,1082431,518238
2020-02-27 3:00:00,US,4718827,1122826,2069444
2020-02-27 4:00:00,EU,4995204,1193952,558271
2020-02-27 4:00:00,US,3754763,965031,1799878
2020-02-27 5:00:00,EU,5417273,1290503,667772
2020-02-27 5:00:00,US,3033652,877981,1595612
2020-02-27 6:00:00,EU,5630159,1347394,763208
2020-02-27 6:00:00,US,3411470,748433,1234503
2020-02-27 7:00:00,EU,5804904,1377146,823957
2020-02-27 7:00:00,US,3070123,632979,886371
2020-02-27 8:00:00,EU,5985103,1416265,875100
2020-02-27 8:00:00,US,3261013,687004,773497
2020-02-27 9:00:00,EU,6108681,1436540,938333
2020-02-27 9:00:00,US,3029127,539603,707022
2020-02-27 10:00:00,EU,6219945,1268164,876160
2020-02-27 10:00:00,US,3369647,543426,770379
2020-02-27 11:00:00,EU,6793636,1280928,922806
2020-02-27 11:00:00,US,4149192,679967,979688
2020-02-27 12:00:00,EU,6888073,1072010,804196
2020-02-27 12:00:00,US,4591522,724226,1182261
2020-02-27 13:00:00,EU,6710044,1058119,814437
2020-02-27 13:00:00,US,4761100,742371,1140425
2020-02-27 14:00:00,EU,6550504,1055860,770891
2020-02-27 14:00:00,US,5062930,772945,1259201
2020-02-27 15:00:00,EU,6284446,986823,728347
2020-02-27 15:00:00,US,5192012,828853,1312240
2020-02-27 16:00:00,EU,6128501,1014465,675074
2020-02-27 16:00:00,US,5116425,832308,1367659
2020-02-27 17:00:00,EU,5784294,1018093,619664
2020-02-27 17:00:00,US,5288615,887938,1634275
2020-02-27 18:00:00,EU,5580560,987613,635075
2020-02-27 18:00:00,US,5222044,845621,1469600
2020-02-27 19:00:00,EU,5304091,892674,744824
2020-02-27 19:00:00,US,5060730,844218,1664275
2020-02-27 20:00:00,EU,4793563,854763,636510
2020-02-27 20:00:00,US,5327825,932360,1739892
2020-02-27 21:00:00,EU,4848665,993056,644864
2020-02-27 21:00:00,US,5666046,989099,1672550
2020-02-27 22:00:00,EU,4125350,988298,584491
2020-02-27 22:00:00,US,5433888,1042066,1710039
2020-02-27 23:00:00,EU,3658883,830956,498483
2020-02-27 23:00:00,US,4971842,915736,1572372
2020-02-28 0:00:00,EU,4252435,992990,471671
2020-02-28 0:00:00,US,5448521,968340,1889912
2020-02-28 1:00:00,EU,4584239,971107,444769
2020-02-28 1:00:00,US,5311368,1003041,2170695
2020-02-28 2:00:00,EU,4981371,1055984,470948
2020-02-28 2:00:00,US,5042740,944825,2013755
2020-02-28 3:00:00,EU,5528120,1217007,536308
2020-02-28 3:00:00,US,5046629,1083972,2090512
2020-02-28 4:00:00,EU,5923859,1338715,590557
2020-02-28 4:00:00,US,4826814,1103583,1916660
2020-02-28 5:00:00,EU,6323195,1430779,684017
2020-02-28 5:00:00,US,4673124,1059701,1729669
2020-02-28 6:00:00,EU,6691003,1502296,789088
2020-02-28 6:00:00,US,4217433,928974,1340973
2020-02-28 7:00:00,EU,6579190,1485153,877738
2020-02-28 7:00:00,US,3631331,761194,1014236
2020-02-28 8:00:00,EU,6614662,1521933,932741
2020-02-28 8:00:00,US,3432741,617655,839498
2020-02-28 9:00:00,EU,6602908,1495368,933402
2020-02-28 9:00:00,US,3457230,572108,738454
2020-02-28 10:00:00,EU,6956786,1670157,1020071
2020-02-28 10:00:00,US,3779205,588246,724441
2020-02-28 11:00:00,EU,6965381,1617955,1082040
2020-02-28 11:00:00,US,4032366,646869,929506
2020-02-28 12:00:00,EU,7123736,1688437,1101786
2020-02-28 12:00:00,US,4676613,766025,1218588
2020-02-28 13:00:00,EU,7105527,1698410,1073655
2020-02-28 13:00:00,US,5058941,835085,1315899
2020-02-28 14:00:00,EU,6983804,1708884,1040898
2020-02-28 14:00:00,US,5323198,850087,1387151
2020-02-28 15:00:00,EU,6757121,1635251,1047800
2020-02-28 15:00:00,US,1977745,888574,1425038
2020-02-28 16:00:00,EU,6676111,1573588,1046552
2020-02-28 16:00:00,US,2985054,907161,1516158
2020-02-28 17:00:00,EU,6479756,1508631,1039094
2020-02-28 17:00:00,US,5383478,909976,1593995
2020-02-28 18:00:00,EU,5976952,1471296,959480
2020-02-28 18:00:00,US,5223232,886158,1555839
2020-02-28 19:00:00,EU,5504520,1428206,1033504
2020-02-28 19:00:00,US,5027880,899674,1651066
2020-02-28 20:00:00,EU,4900058,1297996,873211
2020-02-28 20:00:00,US,4963045,920295,1552009
2020-02-28 21:00:00,EU,4697536,1196426,816943
2020-02-28 21:00:00,US,5132839,953645,1683018
2020-02-28 22:00:00,EU,4082189,1024094,685260
2020-02-28 22:00:00,US,5106424,988533,1747467
2020-02-28 23:00:00,EU,3622513,859822,576820
2020-02-28 23:00:00,US,4958056,980216,1719208
2020-02-29 0:00:00,EU,4098404,1011097,532675
2020-02-29 0:00:00,US,5565097,1106264,1996333
2020-02-29 1:00:00,EU,4149260,989509,508973
2020-02-29 1:00:00,US,5719041,1131321,2343330
2020-02-29 2:00:00,EU,4396575,1032732,499250
2020-02-29 2:00:00,US,5695250,1142688,2304250
2020-02-29 3:00:00,EU,4921647,1161080,559224
2020-02-29 3:00:00,US,5538343,1114674,2268480
2020-02-29 4:00:00,EU,5478126,1327431,627607
2020-02-29 4:00:00,US,5115683,1011806,1948929
2020-02-29 5:00:00,EU,6200618,1532390,784136
2020-02-29 5:00:00,US,5360462,1064003,1960002
2020-02-29 6:00:00,EU,6749085,1693961,908155
2020-02-29 6:00:00,US,4839446,907548,1503010
2020-02-29 7:00:00,EU,6993435,1764478,992940
2020-02-29 7:00:00,US,4360327,765910,1095736
2020-02-29 8:00:00,EU,7209263,1705302,1030633
2020-02-29 8:00:00,US,4448345,775808,1044902
2020-02-29 9:00:00,EU,7270053,1761833,1085601
2020-02-29 9:00:00,US,4551258,850170,862946
2020-02-29 10:00:00,EU,7167074,1663975,1025133
2020-02-29 10:00:00,US,5038823,923536,729001
2020-02-29 11:00:00,EU,6873994,1614261,965044
2020-02-29 11:00:00,US,4412970,617241,771481
2020-02-29 12:00:00,EU,6875532,1676606,987314
2020-02-29 12:00:00,US,4713173,724124,1132293
2020-02-29 13:00:00,EU,6485298,1429265,851309
2020-02-29 13:00:00,US,5339856,862187,1425412
2020-02-29 14:00:00,EU,6471126,1381522,790010
2020-02-29 14:00:00,US,5720976,940247,1687418
2020-02-29 15:00:00,EU,5724983,1252008,699681
2020-02-29 15:00:00,US,5821354,956344,1736924
2020-02-29 16:00:00,EU,5765128,1314628,714873
2020-02-29 16:00:00,US,5791605,935964,1732149
2020-02-29 17:00:00,EU,5402313,1134696,617008
2020-02-29 17:00:00,US,5685833,911308,1632662
2020-02-29 18:00:00,EU,5225243,1250901,658264
2020-02-29 18:00:00,US,5503562,889642,1665444
2020-02-29 19:00:00,EU,4694030,1111910,667235
2020-02-29 19:00:00,US,5389570,907574,1793604
2020-02-29 20:00:00,EU,4385289,1125734,650554
2020-02-29 20:00:00,US,5272180,908770,1669740
2020-02-29 21:00:00,EU,4120406,970880,569849
2020-02-29 21:00:00,US,5171189,938972,1741771
2020-02-29 22:00:00,EU,3727590,910027,538663
2020-02-29 22:00:00,US,4855109,889287,1557665
2020-02-29 23:00:00,EU,3125129,690218,407600
2020-02-29 23:00:00,US,4618280,840364,1441953
2020-03-01 0:00:00,EU,3732968,919194,462687
2020-03-01 0:00:00,US,5057466,881834,1831428
2020-03-01 1:00:00,EU,3781185,870412,426244
2020-03-01 1:00:00,US,5184146,909597,1958626
2020-03-01 2:00:00,EU,4003767,933891,447784
2020-03-01 2:00:00,US,5230952,918438,2012985
2020-03-01 3:00:00,EU,4296375,987415,413196
2020-03-01 3:00:00,US,4950946,894259,1917373
2020-03-01 4:00:00,EU,4651827,1079357,486520
2020-03-01 4:00:00,US,4886782,945348,1855623
2020-03-01 5:00:00,EU,5129163,1211158,547525
2020-03-01 5:00:00,US,4943447,958613,1756189
2020-03-01 6:00:00,EU,5543289,1314487,642044
2020-03-01 6:00:00,US,4390797,876409,1387126
2020-03-01 7:00:00,EU,5609283,1330214,760323
2020-03-01 7:00:00,US,4320200,852832,1088788
2020-03-01 8:00:00,EU,5871871,1387843,876929
2020-03-01 8:00:00,US,3879896,602414,944326
2020-03-01 9:00:00,EU,6036668,1413065,937053
2020-03-01 9:00:00,US,3419252,483738,738717
2020-03-01 10:00:00,EU,6144226,1350589,909353
2020-03-01 10:00:00,US,3502203,458319,645339
2020-03-01 11:00:00,EU,6150867,1404157,929216
2020-03-01 11:00:00,US,3805813,500239,663170
2020-03-01 12:00:00,EU,6146204,1299026,860249
2020-03-01 12:00:00,US,4342304,632733,944408
2020-03-01 13:00:00,EU,5981508,1287392,825225
2020-03-01 13:00:00,US,5016997,799678,1268042
2020-03-01 14:00:00,EU,5852782,1140022,733992
2020-03-01 14:00:00,US,5406277,851027,1487389
2020-03-01 15:00:00,EU,5472139,984558,665628
2020-03-01 15:00:00,US,5529428,886746,1571216
2020-03-01 16:00:00,EU,5455673,951293,632606
2020-03-01 16:00:00,US,5704866,901392,1577342
2020-03-01 17:00:00,EU,4991788,890154,563524
2020-03-01 17:00:00,US,5548104,889891,1525304
2020-03-01 18:00:00,EU,4548430,914773,592896
2020-03-01 18:00:00,US,5347196,880417,1536780
2020-03-01 19:00:00,EU,4221514,912778,660981
2020-03-01 19:00:00,US,5248723,889595,1687153
2020-03-01 20:00:00,EU,3867073,879672,590489
2020-03-01 20:00:00,US,5247618,906617,1605324
2020-03-01 21:00:00,EU,3655868,818586,495645
2020-03-01 21:00:00,US,5032437,916263,1519378
2020-03-01 22:00:00,EU,3193890,703543,409280
2020-03-01 22:00:00,US,4770232,845021,1393619
2020-03-01 23:00:00,EU,2746040,605238,334685
2020-03-01 23:00:00,US,4646045,812909,1256135
2020-03-02 0:00:00,EU,3181153,757196,349055
2020-03-02 0:00:00,US,5455245,998660,1863775
2020-03-02 1:00:00,EU,3257969,750729,331366
2020-03-02 1:00:00,US,5571713,1045507,2092525
2020-03-02 2:00:00,EU,3448560,799595,339834
2020-03-02 2:00:00,US,5393559,1044690,1997861
2020-03-02 3:00:00,EU,3792666,895429,390328
2020-03-02 3:00:00,US,4950098,1026333,1962907
2020-03-02 4:00:00,EU,4239900,998645,420398
2020-03-02 4:00:00,US,4534190,946355,1746594
2020-03-02 5:00:00,EU,4714501,1076843,499354
2020-03-02 5:00:00,US,4669239,1016416,1689052
2020-03-02 6:00:00,EU,5036263,1161632,607272
2020-03-02 6:00:00,US,3968328,848768,1252246
2020-03-02 7:00:00,EU,5117872,1171597,631560
2020-03-02 7:00:00,US,3253232,674911,905652
2020-03-02 8:00:00,EU,5400626,1218905,706997
2020-03-02 8:00:00,US,3590985,830353,821751
2020-03-02 9:00:00,EU,5485910,1265169,728575
2020-03-02 9:00:00,US,3462336,716982,690934
2020-03-02 10:00:00,EU,5662352,1228365,715557
2020-03-02 10:00:00,US,3408447,500657,690812
2020-03-02 11:00:00,EU,5882955,1329577,773991
2020-03-02 11:00:00,US,3582563,506554,891378
2020-03-02 12:00:00,EU,6118844,1362329,762483
2020-03-02 12:00:00,US,4304891,610914,1046673
2020-03-02 13:00:00,EU,6081914,1407998,759360
2020-03-02 13:00:00,US,3776657,531188,957617
2020-03-02 14:00:00,EU,5731486,1316514,694181
2020-03-02 14:00:00,US,4678070,636110,1069272
2020-03-02 15:00:00,EU,5516990,1250208,716583
2020-03-02 15:00:00,US,4928853,655752,1139846
