Hour,DC,Bids,Impressions,Spent
2020-03-24 5:00:00,US,5928007,813100,1612457
2020-03-24 6:00:00,EU,5229822,1205169,565884
2020-03-24 6:00:00,US,5220999,642944,1234339
2020-03-24 7:00:00,EU,5696155,1341295,672245
2020-03-24 7:00:00,US,4821586,517000,1054072
2020-03-24 8:00:00,EU,5772794,1356026,736024
2020-03-24 8:00:00,US,4584277,434967,880853
2020-03-24 9:00:00,EU,6435562,1372869,747740
2020-03-24 9:00:00,US,5030640,431633,781474
2020-03-24 10:00:00,EU,6066793,1349615,714347
2020-03-24 10:00:00,US,4534926,454170,797857
2020-03-24 11:00:00,EU,5587396,1193199,685777
2020-03-24 11:00:00,US,4897324,555745,985948
2020-03-24 12:00:00,EU,5953806,1276506,696173
2020-03-24 12:00:00,US,5977024,675619,1165726
2020-03-24 13:00:00,EU,5856125,1331582,689912
2020-03-24 13:00:00,US,6794140,822960,1439981
2020-03-24 14:00:00,EU,5416832,1299851,648969
2020-03-24 14:00:00,US,6974461,895152,1549006
2020-03-24 15:00:00,EU,5173370,1213878,591487
2020-03-24 15:00:00,US,7131952,880080,1522688
2020-03-24 16:00:00,EU,5149851,1195726,596368
2020-03-24 16:00:00,US,8111236,992620,1771497
2020-03-24 17:00:00,EU,5007186,1122716,627183
2020-03-24 17:00:00,US,8220555,1039216,1928436
2020-03-24 18:00:00,EU,3481800,1133685,629424
2020-03-24 18:00:00,US,5805295,1078117,1924627
2020-03-24 19:00:00,EU,,1000960,654004
2020-03-24 19:00:00,US,,1021693,2005933
2020-03-24 20:00:00,EU,,1057341,692368
2020-03-24 20:00:00,US,,1045739,1993694
2020-03-24 21:00:00,EU,,1027347,626513
2020-03-24 21:00:00,US,,1021129,1859787
2020-03-24 22:00:00,EU,,963456,538592
2020-03-24 22:00:00,US,,1035878,1821342
2020-03-24 23:00:00,EU,,851268,475319
2020-03-24 23:00:00,US,,1017305,1821589
2020-03-25 0:00:00,EU,,899176,437082
2020-03-25 0:00:00,US,,1077848,1997165
2020-03-25 1:00:00,EU,,929711,416547
2020-03-25 1:00:00,US,,1102100,2139191
2020-03-25 2:00:00,EU,,971918,418799
2020-03-25 2:00:00,US,,1088388,2252279
2020-03-25 3:00:00,EU,,1092597,437431
2020-03-25 3:00:00,US,,1009707,2094710
2020-03-25 4:00:00,EU,,1135320,457598
2020-03-25 4:00:00,US,,949602,1875806
2020-03-25 5:00:00,EU,,1149327,484594
2020-03-25 5:00:00,US,,803668,1511769
2020-03-25 6:00:00,EU,,1207614,567988
2020-03-25 6:00:00,US,,631759,1235296
2020-03-25 7:00:00,EU,,1293723,641256
2020-03-25 7:00:00,US,,506197,1043359
2020-03-25 8:00:00,EU,3797609,1409443,740501
2020-03-25 8:00:00,US,2745255,437322,841295
2020-03-25 9:00:00,EU,5944873,1336636,715342
2020-03-25 9:00:00,US,4442497,409735,783826
2020-03-25 10:00:00,EU,5899487,1321696,739554
2020-03-25 10:00:00,US,4806844,451669,861968
2020-03-25 11:00:00,EU,6093717,1277946,720855
2020-03-25 11:00:00,US,5999135,666405,1057405
2020-03-25 12:00:00,EU,6332615,1318929,733945
2020-03-25 12:00:00,US,6440003,714181,1167327
2020-03-25 13:00:00,EU,6119836,1413887,725975
2020-03-25 13:00:00,US,6782926,800485,1439887
2020-03-25 14:00:00,EU,5810907,1338085,660176
2020-03-25 14:00:00,US,6629994,853217,1376500
2020-03-25 15:00:00,EU,5574262,1290288,615633
2020-03-25 15:00:00,US,6994664,919258,1484555
2020-03-25 16:00:00,EU,5625513,1305273,609912
2020-03-25 16:00:00,US,7855689,933042,1550141
2020-03-25 17:00:00,EU,5217088,1224343,559838
2020-03-25 17:00:00,US,7928443,956168,1580915
2020-03-25 18:00:00,EU,5005798,1254255,609320
2020-03-25 18:00:00,US,8001637,1053813,1676506
2020-03-25 19:00:00,EU,4800111,1210928,683665
2020-03-25 19:00:00,US,7723907,976429,1785446
2020-03-25 20:00:00,EU,4615297,1163610,719303
2020-03-25 20:00:00,US,7752080,983600,1808786
2020-03-25 21:00:00,EU,4630255,1138975,610797
2020-03-25 21:00:00,US,7672973,1025779,1807445
2020-03-25 22:00:00,EU,4265585,1040005,521315
2020-03-25 22:00:00,US,7673852,1029639,1782336
2020-03-25 23:00:00,EU,3770609,869768,406583
2020-03-25 23:00:00,US,7393895,972315,1677521
2020-03-26 0:00:00,EU,4340213,970534,468574
2020-03-26 0:00:00,US,7890556,1055887,1947319
2020-03-26 1:00:00,EU,4520257,985660,454830
2020-03-26 1:00:00,US,8068453,1049118,2024971
2020-03-26 2:00:00,EU,4707283,1052020,445624
2020-03-26 2:00:00,US,7668523,1045690,2059683
2020-03-26 3:00:00,EU,4863388,1105629,461528
2020-03-26 3:00:00,US,7105219,1022519,2158232
2020-03-26 4:00:00,EU,5023687,1132218,453420
2020-03-26 4:00:00,US,7159732,1106326,2359618
2020-03-26 5:00:00,EU,5133190,1132742,489866
2020-03-26 5:00:00,US,6169539,942289,1978730
2020-03-26 6:00:00,EU,5504663,1222377,567364
2020-03-26 6:00:00,US,5484769,754982,1582272
2020-03-26 7:00:00,EU,5975749,1356452,658084
2020-03-26 7:00:00,US,5177051,599073,1257359
2020-03-26 8:00:00,EU,6139674,1391404,720939
2020-03-26 8:00:00,US,5172493,525362,987084
2020-03-26 9:00:00,EU,6064265,1394999,702994
2020-03-26 9:00:00,US,5157537,505419,921584
2020-03-26 10:00:00,EU,6144043,1403602,739279
2020-03-26 10:00:00,US,5417005,567583,986446
2020-03-26 11:00:00,EU,6275650,1387501,760377
2020-03-26 11:00:00,US,5716558,620361,1135373
2020-03-26 12:00:00,EU,6214745,1463293,815974
2020-03-26 12:00:00,US,6004681,718304,1395183
2020-03-26 13:00:00,EU,6225347,1451443,765568
2020-03-26 13:00:00,US,6673980,822318,1531385
2020-03-26 14:00:00,EU,5815410,1394834,715740
2020-03-26 14:00:00,US,6806037,914709,1634468
2020-03-26 15:00:00,EU,5695992,1375417,697979
2020-03-26 15:00:00,US,6029994,569344,1014067
2020-03-26 16:00:00,EU,5781719,1418493,678871
2020-03-26 16:00:00,US,4503523,378104,705733
2020-03-26 17:00:00,EU,5557651,1411310,697734
2020-03-26 17:00:00,US,7049357,862819,1683548
2020-03-26 18:00:00,EU,5337897,1407859,681075
2020-03-26 18:00:00,US,7765776,1028794,2099795
2020-03-26 19:00:00,EU,5111517,1348778,825578
2020-03-26 19:00:00,US,7778741,1043257,2226289
2020-03-26 20:00:00,EU,4959219,1302264,903616
2020-03-26 20:00:00,US,7803622,1085526,2401695
2020-03-26 21:00:00,EU,5099515,1315508,751795
2020-03-26 21:00:00,US,7900473,1071151,2188000
2020-03-26 22:00:00,EU,4662471,1203751,654996
2020-03-26 22:00:00,US,8014711,1158406,2233965
2020-03-26 23:00:00,EU,4351542,1089381,554587
2020-03-26 23:00:00,US,7851018,1147492,2266886
2020-03-27 0:00:00,EU,4750576,1146045,568758
2020-03-27 0:00:00,US,8295903,1227705,2536834
2020-03-27 1:00:00,EU,3952673,940581,456951
2020-03-27 1:00:00,US,8143757,1207490,2548070
2020-03-27 2:00:00,EU,3621287,864880,421552
2020-03-27 2:00:00,US,7763030,1150456,2476970
2020-03-27 3:00:00,EU,4187526,1034937,461728
2020-03-27 3:00:00,US,7007146,1053270,2253862
2020-03-27 4:00:00,EU,4579505,1131173,480827
2020-03-27 4:00:00,US,6910306,992800,2125407
2020-03-27 5:00:00,EU,4927636,1211198,547744
2020-03-27 5:00:00,US,6287408,832650,1735995
2020-03-27 6:00:00,EU,5340607,1348179,630741
2020-03-27 6:00:00,US,5449304,651977,1385685
2020-03-27 7:00:00,EU,5508368,1347067,686839
2020-03-27 7:00:00,US,5378640,591106,1321609
2020-03-27 8:00:00,EU,5864507,1411959,768758
2020-03-27 8:00:00,US,5347518,528565,1076057
2020-03-27 9:00:00,EU,6102949,1450328,787039
2020-03-27 9:00:00,US,5397358,516498,1010041
2020-03-27 10:00:00,EU,6227258,1482098,808156
2020-03-27 10:00:00,US,5828268,583008,1120288
2020-03-27 11:00:00,EU,6883570,1385581,770203
2020-03-27 11:00:00,US,6747243,706946,1302907
2020-03-27 12:00:00,EU,7026003,1608395,842126
2020-03-27 12:00:00,US,7084844,806874,1464372
2020-03-27 13:00:00,EU,6941194,1408709,819706
2020-03-27 13:00:00,US,7518615,933714,1746815
2020-03-27 14:00:00,EU,5646383,1080776,650136
2020-03-27 14:00:00,US,7759640,920776,1747817
2020-03-27 15:00:00,EU,5703943,1240934,669567
2020-03-27 15:00:00,US,8303102,1050378,1906342
2020-03-27 16:00:00,EU,5480460,1123457,634813
2020-03-27 16:00:00,US,8881878,1134980,2121928
2020-03-27 17:00:00,EU,5144558,1007380,556482
2020-03-27 17:00:00,US,9041773,1200021,2300496
2020-03-27 18:00:00,EU,5179998,1098744,600432
2020-03-27 18:00:00,US,8899352,1200269,2373361
2020-03-27 19:00:00,EU,5535588,1370013,658441
2020-03-27 19:00:00,US,7738310,1010953,2063626
2020-03-27 20:00:00,EU,4964059,1245626,535513
2020-03-27 20:00:00,US,8073140,1085949,2077766
2020-03-27 21:00:00,EU,4974342,1261060,498917
2020-03-27 21:00:00,US,8382119,1136550,2183104
2020-03-27 22:00:00,EU,5009700,1256419,617041
2020-03-27 22:00:00,US,8597591,1211162,2428580
2020-03-27 23:00:00,EU,4496052,1105420,500616
2020-03-27 23:00:00,US,8539044,1202213,2258683
2020-03-28 0:00:00,EU,4885154,1194653,532069
2020-03-28 0:00:00,US,8913577,1221016,2359836
2020-03-28 1:00:00,EU,4846386,1133207,478332
2020-03-28 1:00:00,US,8936214,1183177,2351454
2020-03-28 2:00:00,EU,4967265,1162346,482668
2020-03-28 2:00:00,US,8416887,1155051,2342613
2020-03-28 3:00:00,EU,5118096,1257397,503828
2020-03-28 3:00:00,US,7327641,1037310,2134594
2020-03-28 4:00:00,EU,5502633,1411483,533680
2020-03-28 4:00:00,US,7714120,1030247,2099031
2020-03-28 5:00:00,EU,5669934,1430190,556639
2020-03-28 5:00:00,US,6910455,880689,1750224
2020-03-28 6:00:00,EU,5674029,1406970,605083
2020-03-28 6:00:00,US,6250550,710909,1409823
2020-03-28 7:00:00,EU,5617817,1246408,697544
2020-03-28 7:00:00,US,6003732,625159,1377635
2020-03-28 8:00:00,EU,5267569,987211,651871
2020-03-28 8:00:00,US,5593265,524867,1065237
2020-03-28 9:00:00,EU,6114948,1332058,776969
2020-03-28 9:00:00,US,5215789,467948,914369
2020-03-28 10:00:00,EU,6367413,1444276,824762
2020-03-28 10:00:00,US,5346480,490615,943330
2020-03-28 11:00:00,EU,6830629,1433319,792953
2020-03-28 11:00:00,US,5965910,602117,1120569
2020-03-28 12:00:00,EU,7009075,1554175,854944
2020-03-28 12:00:00,US,6860743,761160,1445341
2020-03-28 13:00:00,EU,6883231,1566967,827315
2020-03-28 13:00:00,US,7583595,893524,1707523
2020-03-28 14:00:00,EU,6573761,1542810,763270
2020-03-28 14:00:00,US,8062327,1001347,1950434
2020-03-28 15:00:00,EU,6361290,1528102,739703
2020-03-28 15:00:00,US,8407387,1066785,2063135
2020-03-28 16:00:00,EU,6199465,1485990,714746
2020-03-28 16:00:00,US,9020098,1139765,2224436
2020-03-28 17:00:00,EU,5751405,1370390,656819
2020-03-28 17:00:00,US,9145562,1193307,2378584
2020-03-28 18:00:00,EU,5434660,1330021,642483
2020-03-28 18:00:00,US,9053110,1196284,2380012
2020-03-28 19:00:00,EU,5264399,1307550,784499
2020-03-28 19:00:00,US,8815139,1174294,2504716
2020-03-28 20:00:00,EU,4971315,1195030,702269
2020-03-28 20:00:00,US,8669997,1120851,2372857
2020-03-28 21:00:00,EU,5191340,1299755,701474
2020-03-28 21:00:00,US,8844824,1113992,2194034
2020-03-28 22:00:00,EU,4661702,1140125,574384
2020-03-28 22:00:00,US,8645250,1082443,1983440
2020-03-28 23:00:00,EU,4223755,1012536,496487
2020-03-28 23:00:00,US,8514482,1035789,1712991
2020-03-29 0:00:00,EU,4826490,1167371,623079
2020-03-29 0:00:00,US,8968092,1144885,2155791
2020-03-29 1:00:00,EU,4868606,1184178,669592
2020-03-29 1:00:00,US,8986521,1058570,2078337
2020-03-29 2:00:00,EU,5018107,1231388,591597
2020-03-29 2:00:00,US,8767071,1074693,2087804
2020-03-29 3:00:00,EU,5083008,1262834,560949
2020-03-29 3:00:00,US,8157782,1018303,1992321
2020-03-29 4:00:00,EU,5314495,1326392,603534
2020-03-29 4:00:00,US,8041713,1003373,2080410
2020-03-29 5:00:00,EU,5491741,1372897,602796
2020-03-29 5:00:00,US,7421825,898824,1826713
2020-03-29 6:00:00,EU,5661985,1392011,655683
2020-03-29 6:00:00,US,6668299,716752,1400024
2020-03-29 7:00:00,EU,6140707,1503208,787835
2020-03-29 7:00:00,US,6312835,638198,1439145
2020-03-29 8:00:00,EU,6331616,1501202,862479
2020-03-29 8:00:00,US,5897400,558967,1105346
2020-03-29 9:00:00,EU,6451151,1519634,900388
2020-03-29 9:00:00,US,5836092,546597,975877
2020-03-29 10:00:00,EU,6452241,1511482,903205
2020-03-29 10:00:00,US,5923187,541155,989253
2020-03-29 11:00:00,EU,6672648,1461843,929963
2020-03-29 11:00:00,US,6430511,611989,1126077
2020-03-29 12:00:00,EU,6655054,1446036,903385
2020-03-29 12:00:00,US,7131590,707977,1400846
2020-03-29 13:00:00,EU,6612988,1546177,896997
2020-03-29 13:00:00,US,8004961,858878,1740612
2020-03-29 14:00:00,EU,6396472,1507088,790476
2020-03-29 14:00:00,US,8669998,972199,1970570
2020-03-29 15:00:00,EU,6006135,1430374,758979
2020-03-29 15:00:00,US,9054000,1060830,2130944
2020-03-29 16:00:00,EU,5654620,1271623,666039
2020-03-29 16:00:00,US,9423549,1108556,2222258
2020-03-29 17:00:00,EU,5295784,1210475,635910
2020-03-29 17:00:00,US,9564922,1169922,2350216
2020-03-29 18:00:00,EU,5006023,1118887,627469
2020-03-29 18:00:00,US,9561824,1187539,2377436
2020-03-29 19:00:00,EU,4933371,1159955,733324
2020-03-29 19:00:00,US,9376651,1168071,2467243
2020-03-29 20:00:00,EU,4614311,1093284,679061
2020-03-29 20:00:00,US,9102002,1116132,2301309
2020-03-29 21:00:00,EU,4624361,1152354,602827
2020-03-29 21:00:00,US,9041612,1106978,2098362
2020-03-29 22:00:00,EU,4169938,1009532,507947
2020-03-29 22:00:00,US,8692588,1076445,1870890
2020-03-29 23:00:00,EU,3789836,884236,416168
2020-03-29 23:00:00,US,8599982,1014394,1712288
2020-03-30 0:00:00,EU,4247239,1011948,486133
2020-03-30 0:00:00,US,8951830,1121798,2109811
2020-03-30 1:00:00,EU,4457927,1048097,529753
2020-03-30 2:00:00,EU,4504080,1074483,484951
2020-03-30 3:00:00,EU,4678268,1139730,521326
2020-03-30 4:00:00,EU,5046024,1258399,581241
2020-03-30 5:00:00,EU,5207325,1257332,569253
2020-03-30 6:00:00,EU,5482468,1353906,650129
2020-03-30 6:00:00,US,6492843,397157,874392
2020-03-30 7:00:00,EU,5957595,1516097,827103
2020-03-30 7:00:00,US,5710715,566546,1330534
2020-03-30 8:00:00,EU,6124805,1522395,795557
2020-03-30 8:00:00,US,5299621,464870,1028552
2020-03-30 9:00:00,EU,6332976,1589193,801483
2020-03-30 9:00:00,US,4858089,403985,875007
2020-03-30 10:00:00,EU,6348033,1577323,812380
2020-03-30 10:00:00,US,5658245,444056,865788
2020-03-30 11:00:00,EU,6402633,1389894,791454
2020-03-30 11:00:00,US,5907386,524269,1008504
2020-03-30 12:00:00,EU,6433733,1427488,842056
2020-03-30 12:00:00,US,6849387,630796,1252872
2020-03-30 13:00:00,EU,6349038,1490767,806448
2020-03-30 13:00:00,US,7600869,752145,1428807
2020-03-30 14:00:00,EU,6064730,1435929,737157
2020-03-30 14:00:00,US,8168845,854363,1676930
2020-03-30 15:00:00,EU,5801595,1406494,686473
2020-03-30 15:00:00,US,8507930,959524,1761810
2020-03-30 16:00:00,EU,5592328,1290177,667206
2020-03-30 16:00:00,US,8915946,1040853,1953331
2020-03-30 17:00:00,EU,5480243,1305397,667043
2020-03-30 17:00:00,US,9049284,1097885,2076853
2020-03-30 18:00:00,EU,5226509,1246390,684569
2020-03-30 18:00:00,US,8886991,1098239,2103030
2020-03-30 19:00:00,EU,5110955,1234909,795069
2020-03-30 19:00:00,US,8826272,1121231,2199070
2020-03-30 20:00:00,EU,4830181,1157727,760213
2020-03-30 20:00:00,US,8808168,1108543,2105995
2020-03-30 21:00:00,EU,4991799,1300971,791993
2020-03-30 21:00:00,US,8805142,1092044,2035156
2020-03-30 22:00:00,EU,4520602,1140252,677787
2020-03-30 22:00:00,US,8657517,1097955,1904435
2020-03-30 23:00:00,EU,4223770,1028663,635224
2020-03-30 23:00:00,US,8457372,1056425,1867164
2020-03-31 0:00:00,EU,4293372,1020990,592061
2020-03-31 0:00:00,US,9053563,1150382,2176798
2020-03-31 1:00:00,EU,4193545,962865,494468
2020-03-31 1:00:00,US,9075581,1177222,2232435
2020-03-31 2:00:00,EU,4171628,976824,409072
2020-03-31 2:00:00,US,8632497,1110618,2177725
2020-03-31 3:00:00,EU,4434541,1058848,439722
2020-03-31 3:00:00,US,7945828,1055471,2156153
2020-03-31 4:00:00,EU,4580380,1119578,456295
2020-03-31 4:00:00,US,7879683,1033121,2131041
2020-03-31 5:00:00,EU,4684482,1153258,503811
2020-03-31 5:00:00,US,6758001,800700,1518218
2020-03-31 6:00:00,EU,4997946,1216645,578194
2020-03-31 6:00:00,US,6106151,670828,1267001
2020-03-31 7:00:00,EU,5325747,1318720,682492
2020-03-31 7:00:00,US,5808584,571021,1170848
2020-03-31 8:00:00,EU,5452034,1306189,689407
2020-03-31 8:00:00,US,5173642,452791,875915
2020-03-31 9:00:00,EU,5521974,1343684,673833
2020-03-31 9:00:00,US,5206393,449142,792255
2020-03-31 10:00:00,EU,5894959,1465484,711475
2020-03-31 10:00:00,US,5897548,548777,853413
2020-03-31 11:00:00,EU,5970791,1301410,680190
2020-03-31 11:00:00,US,6098849,611646,1037854
2020-03-31 12:00:00,EU,6092704,1339107,704987
2020-03-31 12:00:00,US,7484579,817673,1316085
2020-03-31 13:00:00,EU,5707494,1559259,856135
2020-03-31 13:00:00,US,7990822,916360,1440951
2020-03-31 14:00:00,EU,5577162,1273667,720874
2020-03-31 14:00:00,US,8602532,971456,1596513
2020-03-31 15:00:00,EU,5267853,1156561,642644
2020-03-31 15:00:00,US,8506330,977806,1568444
2020-03-31 16:00:00,EU,4673588,731350,480045
2020-03-31 16:00:00,US,9556685,1091884,1807491
2020-03-31 17:00:00,EU,4998573,1013965,603707
2020-03-31 17:00:00,US,9361206,1101752,1902774
2020-03-31 18:00:00,EU,4580610,834337,553543
2020-03-31 18:00:00,US,9177645,1132242,2116597
2020-03-31 19:00:00,EU,4643047,1015428,706433
2020-03-31 19:00:00,US,9190472,1168614,2086927
2020-03-31 20:00:00,EU,4202778,891986,640933
2020-03-31 20:00:00,US,8449314,1119030,1916735
2020-03-31 21:00:00,EU,3896052,904039,645904
2020-03-31 21:00:00,US,8003002,1078776,1786900
2020-03-31 22:00:00,EU,3615577,858360,584697
2020-03-31 22:00:00,US,7597020,1061069,1680627
2020-03-31 23:00:00,EU,3399215,777688,477300
2020-03-31 23:00:00,US,7531273,1027589,1633982
2020-01-10 12:00:00,EU,8408043,,
2020-01-30 11:00:00,EU,1359608,,
2020-01-30 11:00:00,US,727206,,
2020-01-30 12:00:00,EU,3621884,,
2020-01-30 12:00:00,US,2367522,,
2020-03-30 1:00:00,US,10048828,,
2020-03-30 2:00:00,US,9868665,,
2020-03-30 3:00:00,US,9002555,,
2020-03-30 4:00:00,US,8932811,,
2020-03-30 5:00:00,US,7987174,,
2020-04-01 0:00:00,EU,3644000,818308,460833
2020-04-01 0:00:00,US,8290084,1075311,1784908
2020-04-01 1:00:00,EU,3772307,840960,428271
2020-04-01 1:00:00,US,8239549,998615,1760308
2020-04-01 2:00:00,EU,3950078,927556,448019
2020-04-01 2:00:00,US,8022544,1021841,1860707
2020-04-01 3:00:00,EU,4119608,990771,455400
2020-04-01 3:00:00,US,7151379,967696,1976998
2020-04-01 4:00:00,EU,4432347,1157972,532260
2020-04-01 4:00:00,US,6966802,940142,1931675
2020-04-01 5:00:00,EU,4762534,1252147,626293
2020-04-01 5:00:00,US,6260807,768800,1674775
2020-04-01 6:00:00,EU,5038552,1292146,668897
2020-04-01 6:00:00,US,5596009,587659,1332219
2020-04-01 7:00:00,EU,5520538,1447950,800854
2020-04-01 7:00:00,US,5332123,519532,1089932
2020-04-01 8:00:00,EU,5483776,1349926,808350
2020-04-01 8:00:00,US,4834731,444649,984298
2020-04-01 9:00:00,EU,5497417,1360960,775073
2020-04-01 9:00:00,US,4683707,374835,806855
2020-04-01 10:00:00,EU,5421717,1245912,758110
2020-04-01 10:00:00,US,4851600,386915,670024
2020-04-01 11:00:00,EU,5063337,860106,646245
2020-04-01 11:00:00,US,5590690,501950,830354
2020-04-01 12:00:00,EU,5199257,846514,626698
2020-04-01 12:00:00,US,6470956,621009,944044
2020-04-01 13:00:00,EU,4901238,945681,647352
2020-04-01 13:00:00,US,6799057,723485,1080601
2020-04-01 14:00:00,EU,5332287,1315530,744806
2020-04-01 14:00:00,US,7140321,816873,1178259
2020-04-01 15:00:00,EU,4319420,765606,502255
2020-04-01 15:00:00,US,7352396,884753,1398739
2020-04-01 16:00:00,EU,4644601,971764,577581
2020-04-01 16:00:00,US,7698956,949890,1571614
2020-04-01 17:00:00,EU,4875445,1129913,651669
2020-04-01 17:00:00,US,7936285,962921,1627449
2020-04-01 18:00:00,EU,4473736,840157,565770
2020-04-01 18:00:00,US,8251698,995742,1750066
2020-04-01 19:00:00,EU,4308647,848110,640577
2020-04-01 19:00:00,US,8097576,1018020,1946389
2020-04-01 20:00:00,EU,4554730,1209556,749792
2020-04-01 20:00:00,US,7819029,979831,1806516
2020-04-01 21:00:00,EU,4515577,1315005,778613
2020-04-01 21:00:00,US,7636092,945031,1632932
2020-04-01 22:00:00,EU,3719885,1031203,596116
2020-04-01 22:00:00,US,6980925,878785,1502480
2020-04-01 23:00:00,EU,3852923,1092514,527699
2020-04-01 23:00:00,US,6875788,924743,1642208
2020-04-02 0:00:00,EU,2804705,714006,360187
2020-04-02 0:00:00,US,6782578,771636,1597826
2020-04-02 1:00:00,EU,2116077,496684,235181
2020-04-02 1:00:00,US,6861007,691655,1454484
2020-04-02 2:00:00,EU,3756720,972864,310592
2020-04-02 2:00:00,US,7323394,864546,1566880
2020-04-02 3:00:00,EU,4782142,1360930,472614
2020-04-02 3:00:00,US,7423356,978061,1781968
2020-04-02 4:00:00,EU,5200473,1603455,592538
2020-04-02 4:00:00,US,7717056,1103011,2059458
2020-04-02 5:00:00,EU,5455549,1686642,660852
2020-04-02 5:00:00,US,6544973,857694,1665342
2020-04-02 6:00:00,EU,5584894,1675509,725900
2020-04-02 6:00:00,US,5881317,673723,1324868
2020-04-02 7:00:00,EU,5960497,1784248,780441
2020-04-02 7:00:00,US,5327780,531573,1052562
2020-04-02 8:00:00,EU,6171224,1770800,836387
2020-04-02 8:00:00,US,5119830,446315,861864
2020-04-02 9:00:00,EU,5808967,1572478,872034
2020-04-02 9:00:00,US,4964083,408434,786595
2020-04-02 10:00:00,EU,6265256,1560329,890547
2020-04-02 10:00:00,US,5416267,455100,857499
2020-04-02 11:00:00,EU,6526427,1680455,994242
2020-04-02 11:00:00,US,5969648,552052,1166412
2020-04-02 12:00:00,EU,6561459,1741945,963343
2020-04-02 12:00:00,US,6795870,671500,1391991
2020-04-02 13:00:00,EU,6622574,1712442,935708
2020-04-02 13:00:00,US,5926482,597692,1250839
2020-04-02 14:00:00,EU,6271671,1650621,870662
2020-04-02 14:00:00,US,6365627,696999,1372640
2020-04-02 15:00:00,EU,5744169,1480149,791575
2020-04-02 15:00:00,US,7377291,879344,1688289
2020-04-02 16:00:00,EU,5343764,1280495,705305
2020-04-02 16:00:00,US,8100912,961549,1789555
2020-04-02 17:00:00,EU,4997204,1175234,709581
2020-04-02 17:00:00,US,8666239,1039088,2080759
2020-04-02 18:00:00,EU,4676149,1089380,689320
2020-04-02 18:00:00,US,8151317,1020997,2195333
2020-04-02 19:00:00,EU,4464704,1037540,767126
2020-04-02 19:00:00,US,7832987,1063111,2378445
2020-04-02 20:00:00,EU,4251976,1025803,744995
2020-04-02 20:00:00,US,7348383,929103,2168792
2020-04-02 21:00:00,EU,4484538,1247075,774085
2020-04-02 21:00:00,US,7287484,1038553,2161346
2020-04-02 22:00:00,EU,4261660,1235230,707202
2020-04-02 22:00:00,US,7049853,1030361,2191699
2020-04-02 23:00:00,EU,3827279,1044397,530641
2020-04-02 23:00:00,US,6935797,971670,1974890
2020-04-03 0:00:00,EU,4041450,1030544,490894
2020-04-03 0:00:00,US,7743408,1032467,2011385
2020-04-03 1:00:00,EU,4067699,1005971,457632
2020-04-03 1:00:00,US,7658311,1035118,1904477
2020-04-03 2:00:00,EU,4169503,1031594,443024
2020-04-03 2:00:00,US,7682887,1006526,1805305
2020-04-03 3:00:00,EU,4408745,1120216,471898
2020-04-03 3:00:00,US,7120251,927929,1797314
2020-04-03 4:00:00,EU,4621639,1242239,565671
2020-04-03 4:00:00,US,7149653,945703,1787718
2020-04-03 5:00:00,EU,4984001,1370919,669299
2020-04-03 5:00:00,US,6795183,799936,1501265
2020-04-03 6:00:00,EU,5448759,1509341,763536
2020-04-03 6:00:00,US,6263429,630641,1191491
2020-04-03 7:00:00,EU,5857146,1620247,836001
2020-04-03 7:00:00,US,5958251,557956,1244766
2020-04-03 8:00:00,EU,6016591,1649714,886781
2020-04-03 8:00:00,US,5354062,467323,949422
2020-04-03 9:00:00,EU,6217070,1694761,940763
2020-04-03 9:00:00,US,5041882,433808,836624
2020-04-03 10:00:00,EU,6478923,1754315,990466
2020-04-03 10:00:00,US,5501502,470793,886658
2020-04-03 11:00:00,EU,6707991,1730067,1001131
2020-04-03 11:00:00,US,6140542,572486,1059701
2020-04-03 12:00:00,EU,6813575,1738132,972787
2020-04-03 12:00:00,US,6998280,667889,1269022
2020-04-03 13:00:00,EU,6688143,1822765,967582
2020-04-03 13:00:00,US,7742317,815319,1466066
2020-04-03 14:00:00,EU,6511886,1789327,910702
2020-04-03 14:00:00,US,8186640,910147,1668958
2020-04-03 15:00:00,EU,6129829,1679581,856607
2020-04-03 15:00:00,US,8085484,976181,1786950
2020-04-03 16:00:00,EU,6279615,1655696,851846
2020-04-03 16:00:00,US,8895270,1070006,2045622
2020-04-03 17:00:00,EU,5792717,1400909,681999
2020-04-03 17:00:00,US,9134820,1176644,2086865
2020-04-03 18:00:00,EU,5361934,1282472,634960
2020-04-03 18:00:00,US,8551022,1089467,2155385
2020-04-03 19:00:00,EU,4883422,1105819,754818
2020-04-03 19:00:00,US,7968854,1042751,2301706
2020-04-03 20:00:00,EU,4470767,987642,680948
2020-04-03 20:00:00,US,7659346,1023890,2102147
2020-04-03 21:00:00,EU,4440820,1021522,617238
2020-04-03 21:00:00,US,7597659,1036595,1954527
2020-04-03 22:00:00,EU,4219225,979384,545760
2020-04-03 22:00:00,US,7192611,996535,1850413
2020-04-03 23:00:00,EU,3910367,895513,447929
2020-04-03 23:00:00,US,6773420,961823,1782104
2020-04-04 0:00:00,EU,4568135,1057564,488666
2020-04-04 0:00:00,US,7767321,1086591,1975239
2020-04-04 1:00:00,EU,4762960,1061774,473099
2020-04-04 1:00:00,US,8655284,1111931,1945463
2020-04-04 2:00:00,EU,3739435,1085344,451895
2020-04-04 2:00:00,US,6064346,941134,1656751
2020-04-04 3:00:00,EU,1281447,1150376,466663
2020-04-04 3:00:00,US,1568605,862875,1551757
